,text,emotion,clean_text
14242,i feel like i was aching for the summer to come and now it is slipping away so fast but doesnt it always,sadness,like aching summer come slipping away fast doesnt always
14243,i didnt feel angry i didnt feel bitter i felt,anger,angry bitter
14244,i feel discouraged or even a little sad cause i havet had a long term relationship,sadness,discouraged even little sad cause havet long term relationship
14245,i always feel dirty and used,sadness,always dirty used
14246,i feel ugly he can smile at me with this look in his eye and i know that not only does he love me but he is still in love with me,sadness,ugly smile look eye know love still love
14247,i feel very contented and happy upon seeing him,joy,contented happy upon seeing
14248,i could feel its warmth in the strange stillness and it comforted me,fear,could warmth strange stillness comforted
14249,i feel hate whoever that love me or caring towards me,love,hate whoever love caring towards
14250,i have days were i prefer to be the submissive it is a simple life i feel on the days i am submissive i do my best to please him he seems to be happy enough after two years of having me,sadness,days prefer submissive simple life days submissive best please seems happy enough two years
14251,im feeling dull and bored,sadness,dull bored
14252,i now worried but i was starting to feel pretty dumb for not even knowing the basics,sadness,worried starting pretty dumb even knowing basics
14253,i feel like a lot of people are intimidated by false lashes because it seems like a largely unnecessary process during your makeup routine,fear,like lot people intimidated false lashes seems like largely unnecessary process makeup routine
14254,i was not going to be able to sleep until i knew how it ended and mostly because of another thing which i am not even going to talk about here because it makes me angry all over again and also because i feel horribly neurotic and immature getting upset about it and so we will gloss over that bit,fear,going able sleep knew ended mostly another thing even going talk makes angry also horribly neurotic immature getting upset gloss bit
14255,im feeling particularly melancholy i will talk myself into a place of peace,sadness,particularly melancholy talk place peace
14256,i feel delighted to showcase this journey,joy,delighted showcase journey
14257,i get frustrated with the fact that i don t always feel appreciative for the hand i ve been dealt and for the people i love in life,joy,get frustrated fact always appreciative hand dealt people love life
14258,i sat in the dark of my room for a few minutes trying to figure out if i should feel offended or whether i should heed the advice,anger,sat dark room minutes trying offended whether heed advice
14259,i feel fake sharing the joyful and creative pursuits of our family,sadness,fake sharing joyful creative pursuits family
14260,i feel like i am meant to partner up be supportive lend a hand or a heart and yet i resent this feeling,love,like meant partner supportive lend hand heart yet resent
14261,i haven t felt in the real life such as the feeling that comes after the successful adventure etc,joy,real life comes successful adventure etc
14262,i burst out feeling shaken because i was pretty sure i d just hit a bird,fear,burst shaken pretty sure hit bird
14263,i like a good challenge but not at the expense of feeling humiliated,sadness,like good challenge expense humiliated
14264,i spend obsessing over my decisions and feeling anxious,fear,spend obsessing decisions anxious
14265,i have a guy im actually feeling hilariously fond of,love,guy actually hilariously fond
14266,i feel so horrible when i am not accomplishing something,sadness,horrible accomplishing something
14267,im still contagious and while i am desperately wanting to cuddle him id feel rotten if i let my selfish physical wants get him sick,sadness,still contagious desperately wanting cuddle rotten let selfish physical wants get sick
14268,i could feel julia hesitate as she wasn t yet convinced she should talk to this woman,joy,could julia hesitate yet convinced talk woman
14269,i feel ugly disgusted and like a pig,sadness,ugly disgusted like pig
14270,i wound up with something lodged in my oesophagus which didn t feel pleasant to put it lightly,joy,wound something lodged oesophagus pleasant put lightly
14271,i don t feel a lack of respect or love in the space just harder partying than i am personally comfortable with,joy,lack respect love space harder partying personally comfortable
14272,i feel i am more blessed than i can ever say,love,blessed ever say
14273,i was feeling quite clever at that point and i had not had even a drop of wine,joy,quite clever point even drop wine
14274,i know my feelings being kinda numb pathetic and full of sorrow about a useless thing called love,sadness,know feelings kinda numb pathetic full sorrow useless thing called love
14275,i have been feeling pretty fabulous for me that means my pain is about a out of for the past three days,joy,pretty fabulous means pain past three days
14276,i love the feeling of aching oh what are those insipid things called on the front sides of my calves muscles and i love the fantasy that some day soon i will be featured in sports illustrated as the swimsuit model of the year maybe they will make a special issue for the baby boomers,sadness,love aching oh insipid things called front sides calves muscles love fantasy day soon featured sports illustrated swimsuit model year maybe make special issue baby boomers
14277,i feel like im in such a strange place in life no one to take care of and no one who cares,fear,like strange place life one take care one cares
14278,i am end up feeling devastated that i have borne such a social monster,sadness,end devastated borne social monster
14279,i still feel like a butt but thank you for being so gracious,joy,still like butt thank gracious
14280,i feel triumphant and even thought it may be just a fleeting moment i am enjoying the power of motherhood,joy,triumphant even thought may fleeting moment enjoying power motherhood
14281,i cant sleep and re read happy posts and i go past the one about picnic day and i get so happy im like james you make me so happy i love you and then repeat as soon as i feel jealous,anger,sleep read happy posts go past one picnic day get happy like james make happy love repeat soon jealous
14282,i feel resentful and irritable,anger,resentful irritable
14283,i didn t want them sending me crap i d feel almost insulted to win and embarrassed for whoever made it like in oregon,anger,want sending crap almost insulted win embarrassed whoever made like oregon
14284,i was tossing and turning and feeling very anxious about the fact that i was not doing this work that i felt needed to be done,fear,tossing turning anxious fact work needed done
14285,i am feeling completely irritated right now and i have no idea why maybe because he is usually just getting home from school so the last hour of these god awful videos have imposed on my time,anger,completely irritated right idea maybe usually getting home school last hour god awful videos imposed
14286,im feeling really good and i know im getting stronger but i am also waking up early and working hard almost every morning,joy,really good know getting stronger also waking early working hard almost every morning
14287,i spent some time at the school yesterday talking to folks and snapping pics of my daughters as they delighted in the last day of school fun and i came away feeling impressed and happy which to tell the truth is my usual feeling about the place,surprise,spent school yesterday talking folks snapping pics daughters delighted last day school fun came away impressed happy tell truth usual place
14288,i feel disappointed by myself,sadness,disappointed
14289,im beginning to feel isolated in the work place but i dont attribute blame to anyone or anything,sadness,beginning isolated work place attribute blame anyone anything
14290,i hope my condescending attitude will allow present me to feel offended and as such remember that the amount of sunlight affects plant growth,anger,hope condescending attitude allow present offended remember amount sunlight affects plant growth
14291,i had always dreamed of doing and it was a good feeling a fantastic feeling to be able to give them this,joy,always dreamed good fantastic able give
14292,i feel nervous about trying something new during a lesson or if my horse shies at something,fear,nervous trying something new lesson horse shies something
14293,i feel like i can trust them though seeing how they can understand how other women can be bitchy and neither of us want to deal with that shit,anger,like trust though seeing understand women bitchy neither us want deal shit
14294,i feel so dirty so unamerican so french,sadness,dirty unamerican french
14295,i feel like if i could just go to detention after school for a couple days then everything would be ok,joy,like could go detention school couple days everything would ok
14296,im good at hiding my true feelings or blurting them out in sarcastic tones,anger,good hiding true feelings blurting sarcastic tones
14297,i think about it i feel a little ashamed of myself because ive been blogging regularly all year and it hasnt been that much of a struggle,sadness,think little ashamed blogging regularly year hasnt much struggle
14298,i get that feeling of confidence is far more pleasant than some of the alternatives and i certainly am not against someone increasing their confidence but why do you have to feel that first before you take action,joy,get confidence far pleasant alternatives certainly someone increasing confidence first take
14299,i know i have certain aspects of my personality attitude that could be improved i have been under the impression that everythings been fine feel absolutely assaulted by the statement that my co workers have been complaining about me behind my back,fear,know certain aspects personality attitude could improved impression everythings fine absolutely assaulted statement co workers complaining behind back
14300,ive been feeling so bothered lately,anger,bothered lately
14301,i feel so insecure when we figt,fear,insecure figt
14302,i still try to force myself to do some even if i m feeling irritable withdrawn and quiet at the time,anger,still try force even irritable withdrawn quiet
14303,i was not feeling the song but i was delighted with his re emergence,joy,song delighted emergence
14304,im still feeling intimidated but i feel like i do actually have something to say,fear,still intimidated like actually something say
14305,i feel irritated a lot,anger,irritated lot
14306,i am a runner probably i would really feel far more safe in the title,joy,runner probably would really far safe
14307,i would just hurt others feelings i am so selfish,anger,would hurt others feelings selfish
14308,i got a feeling give it up i got a feeling get away becuz i m cuz i m dangerous oh i m a badman ah,anger,got give got get away becuz cuz dangerous oh badman ah
14309,i feel rude about going to the bathroom when she s in there,anger,rude going bathroom
14310,i can remember when cammie was a couple of months old looking at her sweet innocent face and just sobbing thinking about her going to school the thought that someone would hurt her feelings be unkind to her be unfair to her the thought that a teacher might be mean to her or not love her,anger,remember cammie couple months old looking sweet innocent face sobbing thinking going school thought someone would hurt feelings unkind unfair thought teacher might mean love
14311,i combine the flat tire the head wound and a headless bird im feeling a little paranoid,fear,combine flat tire wound headless bird little paranoid
14312,i feel that the students will be more successful in the classroom,joy,students successful classroom
14313,i feel so privileged to share that love with five lovely students,joy,privileged share love five lovely students
14314,i could feel myself hit this strange foggy wall,surprise,could hit strange foggy wall
14315,i don t know why i feel disheartened about the league because of so many draws it is the mark of a tightly contested competitive organization with important results,sadness,know disheartened league many draws tightly contested competitive organization important results
14316,i am not thinking about a certain person before i sleep i end up having strange dreams about him and when i wake up after those dreams i feel shaken and stunned,fear,thinking certain person sleep end strange dreams wake dreams shaken stunned
14317,i wish i could feel more assured of myself my decisions my thoughts my perception hellip but it seems that every now and then someone comes along and shoots one or more of those down,joy,wish could assured decisions thoughts perception hellip seems every someone comes along shoots one
14318,i feel so horrible that i want to cry,sadness,horrible want cry
14319,i feel so perverse,sadness,perverse
14320,i felt myself shrinking and feeling horrible about myself,sadness,shrinking horrible
14321,i feel invigorated even though it is caffeine free,joy,invigorated even though caffeine free
14322,i always feel kinda sad for them when the authority figures eventually show up on the scene and squeeze all of the risky fun out of their play time,sadness,always kinda sad authority figures eventually show scene squeeze risky fun play
14323,i find myself buying into and reacting to the conflicts of modern life more than i did before and feeling more jaded,sadness,find buying reacting conflicts modern life jaded
14324,i dunno how else to describe how great i feel i swear ive been giggly all day,joy,dunno else describe great swear giggly day
14325,i feel im not bothered by that,anger,bothered
14326,i was more irritable i went from having a million and one ideas to feeling like not being bothered from feeling inspired to feeling obligated,anger,irritable went million one ideas like bothered inspired obligated
14327,i feel like im going to be way more successful a writer because of it,joy,like going way successful writer
14328,i liked the feeling of being scared and jumping in my seat grabbing the arm of my preferably male companion,fear,liked scared jumping seat grabbing arm preferably male companion
14329,i feel really naughty and wicked today,love,really naughty wicked today
14330,im feeling a little less disheartened about it,sadness,little less disheartened
14331,i am feeling and how much i am trusting god varies enormously,joy,much trusting god varies enormously
14332,i feel like thats not useful or fun at all so i will replace those exotic icons with a destroyer,joy,like thats useful fun replace exotic icons destroyer
14333,i feel i am a heartless cold bitch,anger,heartless cold bitch
14334,i feel they look a little awkward just below,sadness,look little awkward
14335,i will go to the supermarket and feel up tomatoes and hope life imitates art and some cute guy will ask me out,joy,go supermarket tomatoes hope life imitates art cute guy ask
14336,ive been feeling a bit pressured because theres so little time left for two books,fear,bit pressured theres little left two books
14337,i feel more anxious than i have in quite some time in fact,fear,anxious quite fact
14338,i feel pretty virtuous about it actually,joy,pretty virtuous actually
14339,i am really enjoying my time here but ever since fourth of july passed and i reminisced about nyc and home i have been feeling a bit homesick,sadness,really enjoying ever since fourth july passed reminisced nyc home bit homesick
14340,i shouldnt make you put yourself in a spot that makes you feel awkward,sadness,make put spot makes awkward
14341,i personally feel a little offended i put millennia of brainstorming into those particular three vices,anger,personally little offended put millennia brainstorming particular three vices
14342,when i won an unexpected sum of money,joy,unexpected sum money
14343,i mean fuck i feel like i was way more considerate with customers and concerned about appearance and sanitiation snoozel pm but fine,love,mean fuck like way considerate customers concerned appearance sanitiation snoozel pm fine
14344,i wasnt feeling mad at god or angry for him allowing this to happen to me i was just sad,anger,wasnt mad god angry allowing happen sad
14345,i tend to pretend i understand what someone says even when i dont fully understand because i dont want them to feel embarrassed or to seem like im not in the know,sadness,tend pretend understand someone says even fully understand want embarrassed seem like know
14346,i winced and said that does not feel funny,surprise,winced said funny
14347,i want to feel carefree for one last day,joy,want carefree one last day
14348,i feel like i finally entered or accepted that i ve entered the mother part of life,joy,like finally entered accepted entered mother part life
14349,i feel humiliated the annoying little college student who takes on causes and pesters everyone about them,sadness,humiliated annoying little college student takes causes pesters everyone
14350,i left feeling completely disillusioned and a little more cautious with any contractual interactions with vietnamese people,sadness,left completely disillusioned little cautious contractual interactions vietnamese people
14351,i have a confession to make and i feel so rotten about this,sadness,confession make rotten
14352,im feeling a bit greedy,anger,bit greedy
14353,i never feel as alone as i do when i bare my soul to some friend because it s then that i best understand the unbreakable barrier,sadness,never alone bare soul friend best understand unbreakable barrier
14354,i feel so virtuous writin my morning journal like here i am in a jane austen novel which is aided by the fact that mr gs computer is on a kinda,joy,virtuous writin morning journal like jane austen novel aided fact mr gs computer kinda
14355,i spent so much of my pregnancy feeling like a listless slug,sadness,spent much pregnancy like listless slug
14356,i was i might be buying stuff from there but i feel the clothes are too casual,joy,might buying stuff clothes casual
14357,i feel really petty and immature but i dont want to cheat on greg or end up breaking up because were fighting over the stupid little things,anger,really petty immature want cheat greg end breaking fighting stupid little things
14358,i feel pretty lucky to be able to experience it again in this way,joy,pretty lucky able experience way
14359,i feel lucky simply to have known him and had him in my life and proud to have had him as my dad,joy,lucky simply known life proud dad
14360,i can feel this really effecting my attitude toward her i feel bitter and angry,anger,really effecting attitude toward bitter angry
14361,i could hardly feel my legs yet i was eager to get off the stuffy plane and quickly get out of customs,joy,could hardly legs yet eager get stuffy plane quickly get customs
14362,i am feeling incredibly thankful for my family,joy,incredibly thankful family
14363,i feel no word can be quite as dirty as the word sexual intercourse where it is used wrongly,sadness,word quite dirty word sexual intercourse used wrongly
14364,i am feeling a little groggy this morning not to mention a headache,sadness,little groggy morning mention headache
14365,i feel thrilled regretful and alarmed by these changes even the fireflies dwindle to black as we speak with the b,joy,thrilled regretful alarmed changes even fireflies dwindle black speak
14366,i am feeling grumpy and irritated,anger,grumpy irritated
14367,i feel arsenal could be clearly superior,joy,arsenal could clearly superior
14368,i feel so fucking horny,love,fucking horny
14369,im still feeling a little shaky as i write this post,fear,still little shaky write post
14370,i feel the need to say that i was very amazed with the quality of the presentation and the resources which mack michaels puts forward,surprise,need say amazed quality presentation resources mack michaels puts forward
14371,im tired of feeling hopeless,sadness,tired hopeless
14372,i have been becoming i definitely want to include in my revamped definition of strength my impulse to nurture my sense of resonating to the feelings of others like a sympathetic string the way i ve been able to let go into life as an emotional being,love,becoming definitely want include revamped definition strength impulse nurture sense resonating feelings others like sympathetic string way able let go life emotional
14373,i could spend hours on a set and feel amazing,surprise,could spend hours set amazing
14374,i can drop people who are using me no problem and i can certainly assert myself with the children but asking nik to leave early on an easy day just because im feeling weepy and want a hug,sadness,drop people using problem certainly assert children asking nik leave early easy day weepy want hug
14375,i feel rebellious even,anger,rebellious even
14376,i am feeling like it might look just a little suspicious if i go home and dont meet with him,fear,like might look little suspicious go home meet
14377,i feel a bit tortured right now,fear,bit tortured right
14378,i feel like every day is a blur of running being irritated with my son and doing something pertaining to making dinn,anger,like every day blur running irritated son something pertaining making dinn
14379,i hate feeling like this im always getting mad for no reason feeling lonely,anger,hate like always getting mad reason lonely
14380,i do feel that the more intensely intelligent a dog is the more socializing they will need,joy,intensely intelligent dog socializing need
14381,i was feeling frustrated and tired today,anger,frustrated tired today
14382,im feeling slightly irritable but generally level headed and actually not in a bad mood,anger,slightly irritable generally level headed actually bad mood
14383,i feel so delicate around you,love,delicate around
14384,i feel a bit timid about using this blog because i know that other classmates and even complete strangers will be able to read it,fear,bit timid using blog know classmates even complete strangers able read
14385,i received a lousy results slip ive decided to retain i had the worst first few months in school i made friends in class friends who made my life easier in school who made me feel more accepted in the class,love,received lousy results slip decided retain worst first months school made friends friends made life easier school made accepted
14386,i feel when i see them because i have such a jolly time when i hunt in england or that i like to roam around england looking at the pretty doors and the old pubs and talking in a british accent but these cards tickled my fancy,joy,see jolly hunt england like roam around england looking pretty doors old pubs talking british accent cards tickled fancy
14387,i get a sort of tunnel vision heart rate increases i cant feel my arms or legs and i cant hear a thing this being the more dangerous of the side effects that have meant i cant hear the stop whistle if i have injured my opponent and thus has lead to tournament disqualifications and fines,anger,get sort tunnel vision heart rate increases arms legs hear thing dangerous side effects meant hear stop whistle injured opponent thus lead tournament disqualifications fines
14388,im feeling particularly carefree i have hawaiian bbq chicken pizza with chicken bbq sauce pineapple and onions,joy,particularly carefree hawaiian bbq chicken pizza chicken bbq sauce pineapple onions
14389,i feel you see there is always the possibility that someone might laugh or feel disgusted and it is easier for her too to express her feelings about a story and not about her boyfriend,anger,see always possibility someone might laugh disgusted easier express feelings story boyfriend
14390,i cannot speak for others but all i know is i feel i am the most successful prettiest version of myself when i walk out of my starbucks with my red cup holiday cup in hand,joy,cannot speak others know successful prettiest version walk starbucks red cup holiday cup hand
14391,i could feel myself moving slower and being generally more lethargic than our last ride on the same trail,sadness,could moving slower generally lethargic last ride trail
14392,i feel impressed to talk to my older children about my vision for our family and enlist their aid in accomplishing it,surprise,impressed talk older children vision family enlist aid accomplishing
14393,i wonder if she can pick up the stress im feeling when im trying to feed her and terrified of getting bitten because shes not feeding much,fear,wonder pick stress trying feed terrified getting bitten shes feeding much
14394,i was still feeling the effects of marathon sex julie looked amazing,joy,still effects marathon sex julie looked amazing
14395,i feel confident that ive put in the time and done everything possible to win but that decision is out of my hands,joy,confident put done everything possible win decision hands
14396,i m feeling miserable serioulsy,sadness,miserable serioulsy
14397,i feel so humiliated because as i was spending my days off planning a beautiful wedding he was calling texting taking some other girl out and fucking her,sadness,humiliated spending days planning beautiful wedding calling texting taking girl fucking
14398,i like moving with a long lead time and not feeling rushed,anger,like moving long lead rushed
14399,i went to was to see jreyez back in may just havent been feeling like going out but jenny convinced me to go this time amp after some persuasion i decided to go lol,joy,went see jreyez back may havent like going jenny convinced go amp persuasion decided go lol
14400,i realized now that i lived my whole life loving some ppl who now i hate the most cause they alll have changed they all became veryy tough ppl after i got used to feel their tender touch in my life,love,realized lived whole life loving ppl hate cause alll changed became veryy tough ppl got used tender touch life
14401,i feel pathetic and that i shouldnt make myself feel this way,sadness,pathetic make way
14402,i feel hopeless because i know i can t control other people s desire to want to know me the way my soul burns to know them,sadness,hopeless know control people desire want know way soul burns know
14403,im feeling oddly sentimental today,sadness,oddly sentimental today
14404,i feel invigorated and jolly,joy,invigorated jolly
14405,i was feeling restless when i stepped into the kitchen to whip up this crunchy sweet treat,fear,restless stepped kitchen whip crunchy sweet treat
14406,i feel very proud of my girls accomplishments this morning,joy,proud girls accomplishments morning
14407,i am normally better at avoiding the expensive pre packaged products when i go to waitrose but i was still feeling a bit shaken up from the parking issues so bought some extra bits to calm my nerves,fear,normally better avoiding expensive packaged products go waitrose still bit shaken parking issues bought extra bits calm nerves
14408,i was feeling so spiteful i brought it up and i saw the hurt in his face,anger,spiteful brought saw hurt face
14409,i will think of something else feel all passionate about that and then it too would stop,love,think something else passionate would stop
14410,before getting back the results of a test in school,fear,getting back results test school
14411,i feel like a cranky old man saying this but so it goes,anger,like cranky old man saying goes
14412,i have been doing absolutely no exercise however and sticking to that literally just sitting around but i feel i just need some supporting thoughts,joy,absolutely exercise however sticking literally sitting around need supporting thoughts
14413,i used to feel very isolated in the far north of scotland but as social media and internet becomes more all encompassing the links to others becomes easier and the chance to be part of live discussion and participate in relevant and cutting edge debate and changes as they happen are amazing,sadness,used isolated far north scotland social internet becomes encompassing links others becomes easier chance part live discussion participate relevant cutting edge debate changes happen amazing
14414,i feel free really better a href http,joy,free really better
14415,i feel so strongly about telling my loved ones,love,strongly telling loved ones
14416,i was feeling make it all worthwhile she has been loving on her daddy and she let him feed her breakfast she snuggled up in the chair with spencer and played with him she is walking more and she has officially been in all of her grandparents arms with a smile on her face,joy,make worthwhile loving daddy let feed breakfast snuggled chair spencer played walking officially grandparents arms smile face
14417,i hate asking myself why i feel so reluctant when he tries to kiss me,fear,hate asking reluctant tries kiss
14418,i have been fortunate to feel the pain and suffering you have endured,sadness,fortunate pain suffering endured
14419,i am no longer a shimmer fan i mean i like subtle shimmer but this is kind of like scary shimmer where i feel like my eyes are super obvious and scary looking,joy,longer shimmer fan mean like subtle shimmer like scary shimmer like eyes super obvious scary looking
14420,i know i am feeling discouraged and cynical,sadness,know discouraged cynical
14421,i feel even more determined to educate about self breast exams and to get your yearly check ups they can and will save your life,joy,even determined educate self breast exams get yearly check ups save life
14422,i get the feeling this girl cries at everything from hollyoaks to a picture of a cute puppy,joy,get girl cries everything hollyoaks cute puppy
14423,i feel fine i feel more consistent with my delivery throwing more strikes liriano said,joy,fine consistent delivery throwing strikes liriano said
14424,i feel so lucky to get to feel them,joy,lucky get
14425,i will definitely write more about the transition as i go through it but right now i am feeling quite positive,joy,definitely write transition go right quite positive
14426,i still think that shes being insensitive with my feelings but i am just glad that im not on her shoes,joy,still think shes insensitive feelings glad shoes
14427,i did a solo flight from ardmore to kaikohe before i got my pilot licence i can remember it was gorgeous day and i was on a natural high,joy,solo flight ardmore kaikohe got pilot licence remember gorgeous day natural
14428,i do now as compared with years ago is that i no longer feel i have to be accepted by others only those who matter to me,love,compared years ago longer accepted others matter
14429,i feel totally awful and end up going through that whole nightmarish surgery and feeling good was just around the corner,sadness,totally awful end going whole nightmarish surgery good around corner
14430,i constantly feel lied to and wronged by them i love these people to death,anger,constantly lied wronged love people death
14431,i feel like there s a possibility that statements like this make supporting our own interests more problematic,joy,like possibility statements like make supporting interests problematic
14432,i find consolation in the beauty of small things but sometimes its just not enough and i feel stupid for trying,sadness,find consolation beauty things sometimes enough stupid trying
14433,i feel i was somewhat successful at not peeking at him during service the whole time,joy,somewhat successful peeking service whole
14434,i can offer you that feels loving to you,love,offer feels loving
14435,i suppose its fairly normal to feel doomed when life is all shit around you,sadness,suppose fairly normal doomed life shit around
14436,i feel most inspired when i experience some sort of heightened situation,joy,inspired experience sort heightened situation
14437,i feel i am doomed to repeat endlessly through my whole life,sadness,doomed repeat endlessly whole life
14438,im not feeling all that happy or thankful today,joy,happy thankful today
14439,i have these bunch of friends im grateful to have the squad mates and the teammates but theres another bunch of people out there that made me feel so worthless because everything i try to do with them it seems so forced conversations it seems like i am forcing my words on them and everything else,sadness,bunch friends grateful squad mates teammates theres another bunch people made worthless everything try seems forced conversations seems like forcing words everything else
14440,i intend to have them develop feelings for one another albeit with riku being stubborn about it as opposed to an open book due to plot ish issues,anger,intend develop feelings one another albeit riku stubborn opposed book due plot ish issues
14441,i feel like im sinking and i feel helpless and that makes me even more frustrated,fear,like sinking helpless makes even frustrated
14442,i have to fight from feeling overwhelmed by it all,surprise,fight overwhelmed
14443,i feel depressed or even short tempered some days,sadness,depressed even short tempered days
14444,i feel so useless and stupid,sadness,useless stupid
14445,i feel very humiliated but also even more turned on,sadness,humiliated also even turned
14446,i always feel kind of thing empty feeling,sadness,always thing empty
14447,i can feel the cool sand against my back,joy,cool sand back
14448,i feel about him i never really told him too much guess i was scared but i havent got anything to loose now,fear,never really told much guess scared havent got anything loose
14449,i feel sad today like legitimately bummed out,sadness,sad today like legitimately bummed
14450,im really not feeling that passionate about this one,love,really passionate one
14451,i waited to hold my precious boy in my arms no i did not get to feel his sweet skin against mine after his birth no i could not rub his soft hair or look into his beautiful eyes but god had a plan,joy,waited hold precious boy arms get sweet skin mine birth could rub soft hair look beautiful eyes god plan
14452,i feel i am suffering from several related factors that in regarding treatment acne less likely to remove scars left behind by proving your diet and extract,sadness,suffering several related factors regarding treatment acne less likely remove scars left behind proving diet extract
14453,i was gay that i began to feel disturbed and embarrassed,sadness,gay began disturbed embarrassed
14454,i feel like were in this together and im glad for that,joy,like together glad
14455,i feel distracted when people think i m overreacted,anger,distracted people think overreacted
14456,i feel curious about the subject matter,surprise,curious subject matter
14457,when junior doctors returned to work after bunking them,anger,junior doctors returned work bunking
14458,i watch the snow man i can feel myself getting weepy already,sadness,watch snow man getting weepy already
14459,i remember that we would always pat my head ahaha lt i feel like a puppy and this other guy that liked me kindaish also patted me on the head too so i guess that s a good sign of harry liking me if he patted my head maybe he thinks my hair is soft sighhh,love,remember would always pat ahaha lt like puppy guy liked kindaish also patted guess good sign harry liking patted maybe thinks hair soft sighhh
14460,ill be happy to take his money when ever he is feeling generous enough to part with it,love,happy take money ever generous enough part
14461,i am presenting here a few that we have managed to find which really clean your hair really leave it feeling lovely and really really won t irritate your skin,love,presenting managed find really clean hair really leave lovely really really irritate skin
14462,i didnt know what it was but i then went home to later experiment so that i would feel accepted but as i experimented i learned a new feeling the feeling of greed,love,know went home later experiment would accepted experimented learned new greed
14463,i feel afraid to have a voice and im just a guest,fear,afraid voice guest
14464,i realized what i am passionate about helping women feel accepted and appreciated,love,realized passionate helping women accepted appreciated
14465,i am sure there will be many nervous times ahead but today i feel very hopeful and im going to enjoy the feeling for as long as it sticks around,joy,sure many nervous times ahead today hopeful going enjoy long sticks around
14466,i should stop feeling so lousy about myself,sadness,stop lousy
14467,i know the playwright robert reid socially and i feel a bit weird being so critical of work by someone im kinda sorta friends with,surprise,know playwright robert reid socially bit weird critical work someone kinda sorta friends
14468,i feel gloomy and depressed nothing is more calculated to cast a cloud over us than a rainy day,sadness,gloomy depressed nothing calculated cast cloud us rainy day
14469,i feel fake hellip b c a real person can feel real emotion and that s something that i can t do,sadness,fake hellip c real person real emotion something
14470,i feel like its vital to keep this someday list active,joy,like vital keep someday active
14471,i forgive myself for accepting and allowing myself to feel humiliated and rejected because someone was chosen over me,sadness,forgive accepting allowing humiliated rejected someone chosen
14472,i cant help but feel a little bit agitated,fear,help little bit agitated
14473,i finish my lesson although very happy that it is over i feel good i feel that it was worth it,joy,finish lesson although happy good worth
14474,i feel very energetic to cook something very special i decide to prepare at least one dish with posto and the other days when i simply dont remain in the mood of cooking at all i again look for posto,joy,energetic cook something special decide prepare least one dish posto days simply remain mood cooking look posto
14475,i was still feeling troubled,sadness,still troubled
14476,i just feel stupid for not realizing what was going on sooner,sadness,stupid realizing going sooner
14477,i feel some kind of sincere connection to everyone i talk to while im working,joy,sincere connection everyone talk working
14478,i know mom s who would take once look at my facebook profile and feel envious of all the fun i seem to be having out with my friends the carefree state that my life is in where i am only responsible for me and can pick up at any time and go away for the weekend,anger,know mom would take look facebook profile envious fun seem friends carefree state life responsible pick go away weekend
14479,im just feeling jaded,sadness,jaded
14480,ive been waking up and automatically thinking in portugu s also lately and it feels fantastic,joy,waking automatically thinking portugu also lately feels fantastic
14481,i feel accepted well we all know there are a few exceptions to the rule and like i belong,joy,accepted well know exceptions rule like belong
14482,i feel artistic a href http boredwithquinn,joy,artistic boredwithquinn
14483,i feel less threatened by the world,fear,less threatened world
14484,i almost started to feel like wimpy from the popeye cartoons,fear,almost started like wimpy popeye cartoons
14485,i cant even explain how difficult it is to tear yourself away from something you both love and feel doubtful of,fear,even explain difficult tear away something love doubtful
14486,im super pumped to have crossed the nano finish line my novel is far from finished but im feeling optimistic,joy,super pumped crossed nano finish line novel far finished optimistic
14487,i feel pretty passionate about is helping people,joy,pretty passionate helping people
14488,i feel very valued by my patients,joy,valued patients
14489,i feel scared when my father suddenly opens a door,fear,scared father suddenly opens door
14490,i feel sad because levi certainly wont want to run a race against his typical peers because theres no way hell win,sadness,sad levi certainly want run race typical peers theres way hell win
14491,i feel like that fact is being abused,sadness,like fact abused
14492,i don t feel awful enough to call them because i am exhausted,sadness,awful enough call exhausted
14493,i said im beat and not feeling too creative but this was one hell of a day,joy,said beat creative one hell day
14494,i found out that someone that i knew had someone else taking tests for her,anger,found someone knew someone else taking tests
14495,i was completely naked and feeling horny,love,completely naked horny
14496,i feel is a near flawless film,joy,near flawless film
14497,i feel our hearts are treading dangerous territory,anger,hearts treading dangerous territory
14498,i generally only use the practice shoes for party when i m feeling more casual about it i,joy,generally use practice shoes party casual
14499,i feel so ungrateful for the things he does regularly for me for i sin daily in everyday living,sadness,ungrateful things regularly sin daily everyday living
14500,i also were able to get appointment with the osteopath on the which is freaking awesome as it feels like i am caring a boulder in my stomach,love,also able get appointment osteopath freaking awesome feels like caring boulder stomach
14501,im so tired and heavy all the time its a familiar feeling though not a pleasant one,joy,tired heavy familiar though pleasant one
14502,i keep finding all these people who make me feel so terrible about life,sadness,keep finding people make terrible life
14503,i mean people are discussing things about which they feel passionate,love,mean people discussing things passionate
14504,i am supposed to go about being strong when i feel so inhibited,sadness,supposed go inhibited
14505,im not really feeling it so far though i think i liked the film better,love,really far though think liked film better
14506,i feel so uptight about it because i know you hate it and are constantly trying to catch glimpses of the tv in the window and listen to it,fear,uptight know hate constantly trying catch glimpses tv window listen
14507,i am horrible about articulating my feelings particularly verbally sometimes i cant even remember incidents just that i was mad at something,anger,horrible articulating feelings particularly verbally sometimes even remember incidents mad something
